Universidad,Carrera,Cuatrimestre,Periodo,Materia
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,1,Cuatrimestre 1,Inglés I
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,1,Cuatrimestre 1,Introducción a Negocios Internacionales
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,1,Cuatrimestre 1,Introducción a la Logística
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,1,Cuatrimestre 1,Introducción a la Normatividad del Comercio Internacional
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,2,Cuatrimestre 2,Fundamentos de Administración
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,2,Cuatrimestre 2,Inglés II
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,2,Cuatrimestre 2,Introducción a la Economía
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,2,Cuatrimestre 2,Introducción al Sistema Armonizado y Merceología
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,2,Cuatrimestre 2,Mercadotecnia
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,2,Cuatrimestre 2,Probabilidad y Estadística
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,3,Cuatrimestre 3,Clasificación Arancelaria I
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,3,Cuatrimestre 3,Contabilidad
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,3,Cuatrimestre 3,Geografía Economía Internacional
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,3,Cuatrimestre 3,Inglés III
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,3,Cuatrimestre 3,Legislación Aplicada a los Negocios
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,3,Cuatrimestre 3,Proyecto Integrador I
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,4,Cuatrimestre 4,Clasificación Arancelaria II
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,4,Cuatrimestre 4,Financiamiento y Formas de Pago Internacional
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,4,Cuatrimestre 4,Infracciones y Sanciones
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,4,Cuatrimestre 4,Inglés IV
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,4,Cuatrimestre 4,Introducción a Pedimentos
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,4,Cuatrimestre 4,Tecnologías Aplicadas al Proceso de Importación y Exportación
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,4,Cuatrimestre 4,Ética Profesional
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,5,Cuatrimestre 5,Clasificación Arancelaria III
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,5,Cuatrimestre 5,Inglés V
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,5,Cuatrimestre 5,Introducción a Procedimientos y Trámites Aduanales
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,5,Cuatrimestre 5,Medios de Defensa
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,5,Cuatrimestre 5,Programas de Fomento a la Exportación
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,5,Cuatrimestre 5,Proyecto Integrador II
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,6,VI (Estadía TSU),ESTADÍA TSU
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,7,Cuatrimestre 7,Comercio Sostenible
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,7,Cuatrimestre 7,Derecho Internacional
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,7,Cuatrimestre 7,Envase y Embalaje
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,7,Cuatrimestre 7,Habilidades Gerenciales
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,7,Cuatrimestre 7,Inglés VI
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,7,Cuatrimestre 7,Investigación de Operaciones
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,7,Cuatrimestre 7,Logística Internacional
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,8,Cuatrimestre 8,Ecosistemas Digitales Comerciales
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,8,Cuatrimestre 8,Evaluación de Proyectos
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,8,Cuatrimestre 8,Inglés VII
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,8,Cuatrimestre 8,Multiculturalidad y Protocolo de Negocios
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,8,Cuatrimestre 8,Organismos de Apoyo al Comercio Exterior
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,8,Cuatrimestre 8,Pedimentos y Legislación Aduanero I
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,8,Cuatrimestre 8,Tratados y Acuerdos Comerciales Internacionales
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,9,Cuatrimestre 9,Desarrollo Emprendedor y Consultoría
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,9,Cuatrimestre 9,Estrategias de Negociación Internacional
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,9,Cuatrimestre 9,Inglés VIII
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,9,Cuatrimestre 9,Pedimentos y Legislación Aduanero II
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,9,Cuatrimestre 9,Plan de Negocios de Exportación
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,9,Cuatrimestre 9,Procedimientos y Trámites Aduanales
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,9,Cuatrimestre 9,Proyecto Integrador III
UP Altamira - Universidad Politécnica,Lic. En Comercio Int. Y Aduanas,10,X (Estadía Ingeniería),ESTADÍA LICENCIATURA EN COMERCIO INTERNACIONAL Y ADUANAS
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,1,Cuatrimestre 1,Desarrollo Humano y Valores
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,1,Cuatrimestre 1,Fundamentos de la Economía
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,1,Cuatrimestre 1,Geografía y Patrimonio
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,1,Cuatrimestre 1,Inglés I
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,1,Cuatrimestre 1,Introducción al Turismo
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,1,Cuatrimestre 1,Matemáticas Aplicadas en el Turismo
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,2,Cuatrimestre 2,Administración
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,2,Cuatrimestre 2,Inglés II
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,2,Cuatrimestre 2,Probabilidad y Estadística
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,2,Cuatrimestre 2,Servicios de Alimentos y Bebidas
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,2,Cuatrimestre 2,Servicios de Viaje y Transportación
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,2,Cuatrimestre 2,Sustentabilidad en el Turismo
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,3,Cuatrimestre 3,Capital Humano
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,3,Cuatrimestre 3,Contabilidad Aplicada al Turismo
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,3,Cuatrimestre 3,Gestión de la Calidad
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,3,Cuatrimestre 3,Hospitalidad y Alojamiento
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,3,Cuatrimestre 3,Inglés III
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,3,Cuatrimestre 3,Proyecto Integrador I
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,4,Cuatrimestre 4,Diagnóstico Turístico
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,4,Cuatrimestre 4,Inglés IV
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,4,Cuatrimestre 4,Mercadotecnia y Comercialización
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,4,Cuatrimestre 4,Operación de Servicios de A&B
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,4,Cuatrimestre 4,Operación de Servicios de Hospedaje
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,4,Cuatrimestre 4,Turismo Cultura y de Naturaleza
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,4,Cuatrimestre 4,Ética Profesional
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,5,Cuatrimestre 5,Animación Turística y Sociocultural
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,5,Cuatrimestre 5,Capacitación de Capital Humano
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,5,Cuatrimestre 5,Diseño de Experiencias Turísticas
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,5,Cuatrimestre 5,Inglés V
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,5,Cuatrimestre 5,Plan de Negocios
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,5,Cuatrimestre 5,Proyecto Integrador II
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,6,VI (Estadía TSU),ESTADÍA TSU
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,7,Cuatrimestre 7,Análisis e Interpretación de Información para el Sector Turístico
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,7,Cuatrimestre 7,Desarrollo Regional
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,7,Cuatrimestre 7,Economía para el Turismo
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,7,Cuatrimestre 7,Gestión y Planificación Turística
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,7,Cuatrimestre 7,Habilidades Gerenciales
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,7,Cuatrimestre 7,Inglés VI
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,7,Cuatrimestre 7,Instrumentos para el Desarrollo Sustentable
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,8,Cuatrimestre 8,Calidad y Responsabilidad Social
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,8,Cuatrimestre 8,Consultoría Turística I
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,8,Cuatrimestre 8,Desarrollo de Proyectos Emprendedores para el Turismo I
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,8,Cuatrimestre 8,Finanzas para el Turismo
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,8,Cuatrimestre 8,Inglés VII
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,8,Cuatrimestre 8,Mercadotecnia Digital
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,8,Cuatrimestre 8,Tendencias para el Turismo
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,9,Cuatrimestre 9,Consultoría Turística II
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,9,Cuatrimestre 9,Desarrollo de Proyectos Emprendedores para el Turismo II
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,9,Cuatrimestre 9,Destinos Turísticos Inteligentes
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,9,Cuatrimestre 9,Dirección y Logística de Eventos
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,9,Cuatrimestre 9,Inglés VIII
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,9,Cuatrimestre 9,Proyecto Integrador III
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,9,Cuatrimestre 9,Seminario de Investigación Aplicado al Turismo
UP Altamira - Universidad Politécnica,Lic. En Gestión Y Des. Turístico,10,X (Estadía Ingeniería),ESTADÍA LICENCIATURA EN GESTIÓN Y DESARROLLO TURÍSTICO
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,1,Cuatrimestre 1,Desarrollo Humano y Valores
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,1,Cuatrimestre 1,Fundamentos Matemáticos
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,1,Cuatrimestre 1,Inglés I
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,1,Cuatrimestre 1,Metrología
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,1,Cuatrimestre 1,Química Básica
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,1,Cuatrimestre 1,"Seguridad, Higiene y Medio Ambiente"
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,2,Cuatrimestre 2,Costos de Producción
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,2,Cuatrimestre 2,Cálculo Diferencial
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,2,Cuatrimestre 2,Estudio del Trabajo
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,2,Cuatrimestre 2,Física I
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,2,Cuatrimestre 2,Inglés II
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,2,Cuatrimestre 2,Probabilidad y Estadística
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,3,Cuatrimestre 3,Control de Calidad
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,3,Cuatrimestre 3,Cálculo Integral
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,3,Cuatrimestre 3,Dibujo Industrial
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,3,Cuatrimestre 3,Inglés III
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,3,Cuatrimestre 3,Procesos de Fabricación I
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,3,Cuatrimestre 3,Proyecto Integrador I
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,4,Cuatrimestre 4,Fundamentos de Mecánica
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,4,Cuatrimestre 4,Ingeniería Asistida por Computadora
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,4,Cuatrimestre 4,Inglés IV
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,4,Cuatrimestre 4,Innovaciones de Manufactura
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,4,Cuatrimestre 4,Lean Six Sigma
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,4,Cuatrimestre 4,Procesos de Fabricación II
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,4,Cuatrimestre 4,Ética Profesional
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,5,Cuatrimestre 5,Dimensiones y Tolerancias Geométricas
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,5,Cuatrimestre 5,Ecuaciones Diferenciales
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,5,Cuatrimestre 5,Electricidad y Electrónica Industrial
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,5,Cuatrimestre 5,Inglés V
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,5,Cuatrimestre 5,Manufactura Asistida por Computadora
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,5,Cuatrimestre 5,Proyecto Integrador II
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,6,VI (Estadía TSU),Electricidad y Electrónica Industrial
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,6,VI (Estadía TSU),Liderazgo de Equipos de Alto Desempeño
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,6,VI (Estadía TSU),Mantenimiento Industrial
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,6,VI (Estadía TSU),Mecánica de Materiales para Manufactura
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,6,VI (Estadía TSU),Procesos Especiales de Manufactura
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,6,VI (Estadía TSU),Termodinámica
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,7,Cuatrimestre 7,Habilidades Gerenciales
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,7,Cuatrimestre 7,Ingeniería de Plásticos
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,7,Cuatrimestre 7,Inglés VI
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,7,Cuatrimestre 7,Lógica Digital para la Manufactura
UP Victoria - Universidad Politécnica,Ing. En Manufactura Avanzada,7,Cuatrimestre 7,Mecánica de Materiales
